Hour,Month,Probability,S.E.,z,p-value,lower,upper,location,outcome
1,2,0.0002664,0.0001383,1.93,0.054,-4.69E-06,0.0005374,4,1
1,3,0.0005303,0.0002744,1.93,0.053,-7.53E-06,0.0010682,4,1
1,4,0.0006444,0.000333,1.94,0.053,-8.29E-06,0.0012972,4,1
1,5,0.0003037,0.0001572,1.93,0.053,-4.50E-06,0.0006118,4,1
2,1,7.18E-06,3.88E-06,1.85,0.064,-4.19E-07,0.0000148,4,1
2,2,0.0003196,0.0001657,1.93,0.054,-5.05E-06,0.0006443,4,1
2,3,0.0006254,0.000323,1.94,0.053,-7.68E-06,0.0012586,4,1
2,4,0.0007659,0.0003953,1.94,0.053,-8.84E-06,0.0015407,4,1
2,5,0.0003601,0.0001862,1.93,0.053,-4.88E-06,0.0007251,4,1
3,1,0.0000115,6.16E-06,1.87,0.062,-5.73E-07,0.0000236,4,1
3,2,0.0004447,0.00023,1.93,0.053,-6.13E-06,0.0008955,4,1
3,3,0.0008591,0.0004427,1.94,0.052,-8.55E-06,0.0017268,4,1
3,4,0.0010642,0.0005481,1.94,0.052,-0.0000102,0.0021385,4,1
3,5,0.0004999,0.000258,1.94,0.053,-5.84E-06,0.0010056,4,1
4,1,0.0000139,7.42E-06,1.88,0.06,-6.10E-07,0.0000285,4,1
4,2,0.0004864,0.0002516,1.93,0.053,-6.60E-06,0.0009795,4,1
4,3,0.0009301,0.0004791,1.94,0.052,-8.90E-06,0.0018692,4,1
4,4,0.001166,0.0006005,1.94,0.052,-0.000011,0.0023429,4,1
4,5,0.0005485,0.0002831,1.94,0.053,-6.37E-06,0.0011034,4,1
5,1,0.000013,6.89E-06,1.88,0.06,-5.23E-07,0.0000265,4,1
5,2,0.0004491,0.0002324,1.93,0.053,-6.46E-06,0.0009047,4,1
5,3,0.0008699,0.0004484,1.94,0.052,-8.92E-06,0.0017488,4,1
5,4,0.0010688,0.0005508,1.94,0.052,-0.0000107,0.0021483,4,1
5,5,0.000501,0.0002587,1.94,0.053,-6.05E-06,0.001008,4,1
6,1,6.22E-06,3.30E-06,1.88,0.06,-2.57E-07,0.0000127,4,1
6,2,0.0002262,0.0001172,1.93,0.054,-3.48E-06,0.0004559,4,1
6,3,0.0004518,0.0002334,1.94,0.053,-5.73E-06,0.0009093,4,1
6,4,0.0005329,0.0002752,1.94,0.053,-6.58E-06,0.0010724,4,1
6,5,0.000249,0.0001289,1.93,0.053,-3.52E-06,0.0005016,4,1
7,1,2.50E-06,1.35E-06,1.85,0.064,-1.43E-07,5.14E-06,4,1
7,2,0.0001008,0.0000528,1.91,0.056,-2.68E-06,0.0002043,4,1
7,3,0.0002056,0.0001074,1.91,0.055,-4.83E-06,0.000416,4,1
7,4,0.0002368,0.0001235,1.92,0.055,-5.21E-06,0.0004788,4,1
7,5,0.0001107,0.0000578,1.91,0.056,-2.62E-06,0.000224,4,1
8,1,8.84E-07,4.87E-07,1.82,0.069,-6.98E-08,1.84E-06,4,1
8,2,0.0000438,0.0000232,1.89,0.059,-1.63E-06,0.0000893,4,1
8,3,0.0000917,0.0000484,1.9,0.058,-3.13E-06,0.0001865,4,1
8,4,0.0001025,0.000054,1.9,0.058,-3.29E-06,0.0002084,4,1
8,5,0.0000478,0.0000252,1.9,0.058,-1.62E-06,0.0000971,4,1
9,1,4.22E-07,2.38E-07,1.77,0.076,-4.48E-08,8.90E-07,4,1
9,2,0.0000335,0.0000178,1.89,0.059,-1.30E-06,0.0000684,4,1
9,3,0.0000719,0.000038,1.89,0.059,-2.61E-06,0.0001464,4,1
9,4,0.0000798,0.0000421,1.9,0.058,-2.66E-06,0.0001623,4,1
9,5,0.0000372,0.0000197,1.89,0.058,-1.31E-06,0.0000758,4,1
10,1,3.75E-07,2.17E-07,1.73,0.083,-4.94E-08,8.00E-07,4,1
10,2,0.0000562,0.0000297,1.89,0.059,-2.02E-06,0.0001145,4,1
10,3,0.0001226,0.0000646,1.9,0.058,-4.10E-06,0.0002492,4,1
10,4,0.0001425,0.0000748,1.91,0.057,-4.06E-06,0.000289,4,1
10,5,0.0000676,0.0000355,1.9,0.057,-2.05E-06,0.0001373,4,1
11,1,1.17E-06,6.67E-07,1.76,0.079,-1.35E-07,2.48E-06,4,1
11,2,0.0002216,0.0001156,1.92,0.055,-5.01E-06,0.0004483,4,1
11,3,0.000475,0.0002473,1.92,0.055,-9.60E-06,0.0009597,4,1
11,4,0.0005778,0.0002989,1.93,0.053,-8.10E-06,0.0011636,4,1
11,5,0.0002773,0.0001437,1.93,0.054,-4.33E-06,0.000559,4,1
12,1,6.80E-06,3.84E-06,1.77,0.077,-7.26E-07,0.0000143,4,1
12,2,0.0008368,0.0004322,1.94,0.053,-0.0000103,0.0016839,4,1
12,3,0.001656,0.0008523,1.94,0.052,-0.0000145,0.0033266,4,1
12,4,0.002093,0.0010746,1.95,0.051,-0.0000132,0.0041992,4,1
12,5,0.000999,0.0005142,1.94,0.052,-8.72E-06,0.0020068,4,1
13,1,0.000033,0.0000184,1.8,0.072,-2.98E-06,0.000069,4,1
13,2,0.0018396,0.000944,1.95,0.051,-0.0000107,0.0036899,4,1
13,3,0.0034226,0.0017467,1.96,0.05,-8.80E-07,0.0068461,4,1
13,4,0.0045442,0.0023184,1.96,0.05,2.12E-07,0.0090882,4,1
13,5,0.0021624,0.0011074,1.95,0.051,-8.04E-06,0.0043327,4,1
14,1,0.0001165,0.0000612,1.9,0.057,-3.42E-06,0.0002364,4,1
14,2,0.003197,0.0016306,1.96,0.05,9.86E-07,0.006393,4,1
14,3,0.005595,0.0028369,1.97,0.049,0.0000348,0.0111553,4,1
14,4,0.0079024,0.0040007,1.98,0.048,0.0000612,0.0157436,4,1
14,5,0.0037826,0.001925,1.97,0.049,9.76E-06,0.0075555,4,1
15,1,0.0001675,0.0000883,1.9,0.058,-5.53E-06,0.0003405,4,1
15,2,0.0044146,0.0022455,1.97,0.049,0.0000135,0.0088157,4,1
15,3,0.0074625,0.0037705,1.98,0.048,0.0000723,0.0148526,4,1
15,4,0.0110595,0.0055731,1.98,0.047,0.0001364,0.0219826,4,1
15,5,0.0053264,0.0027023,1.97,0.049,0.00003,0.0106228,4,1
16,1,0.0002066,0.0001083,1.91,0.056,-5.58E-06,0.0004188,4,1
16,2,0.0048472,0.0024609,1.97,0.049,0.0000239,0.0096705,4,1
16,3,0.0079551,0.0040134,1.98,0.047,0.0000891,0.0158212,4,1
16,4,0.0122486,0.0061555,1.99,0.047,0.000184,0.0243132,4,1
16,5,0.0059031,0.0029886,1.98,0.048,0.0000455,0.0117607,4,1
17,1,0.0002226,0.0001167,1.91,0.056,-6.02E-06,0.0004513,4,1
17,2,0.004913,0.0024933,1.97,0.049,0.0000262,0.0097998,4,1
17,3,0.0078925,0.0039803,1.98,0.047,0.0000913,0.0156936,4,1
17,4,0.0125235,0.0062889,1.99,0.046,0.0001974,0.0248495,4,1
17,5,0.0060465,0.003059,1.98,0.048,0.0000509,0.0120421,4,1
18,1,0.0001716,0.0000902,1.9,0.057,-5.15E-06,0.0003483,4,1
18,2,0.0037965,0.0019323,1.96,0.049,9.34E-06,0.0075836,4,1
18,3,0.0060843,0.0030791,1.98,0.048,0.0000494,0.0121191,4,1
18,4,0.0096935,0.0048912,1.98,0.047,0.000107,0.01928,4,1
18,5,0.0046642,0.0023675,1.97,0.049,0.0000239,0.0093045,4,1
19,1,0.0000639,0.0000338,1.89,0.058,-2.23E-06,0.0001301,4,1
19,2,0.0016122,0.0008266,1.95,0.051,-7.94E-06,0.0032322,4,1
19,3,0.0027387,0.0013977,1.96,0.05,-6.58E-07,0.005478,4,1
19,4,0.0040501,0.0020656,1.96,0.05,1.66E-06,0.0080985,4,1
19,5,0.0019453,0.0009954,1.95,0.051,-5.74E-06,0.0038963,4,1
20,1,0.0000182,9.66E-06,1.88,0.06,-7.60E-07,0.0000371,4,1
20,2,0.0005874,0.0003032,1.94,0.053,-6.86E-06,0.0011817,4,1
20,3,0.0010862,0.0005584,1.95,0.052,-8.21E-06,0.0021805,4,1
20,4,0.001424,0.0007319,1.95,0.052,-0.0000105,0.0028585,4,1
20,5,0.0006757,0.0003481,1.94,0.052,-6.60E-06,0.0013579,4,1
21,1,0.0000106,5.72E-06,1.85,0.064,-6.12E-07,0.0000218,4,1
21,2,0.000442,0.0002284,1.94,0.053,-5.66E-06,0.0008896,4,1
21,3,0.000845,0.0004349,1.94,0.052,-7.37E-06,0.0016973,4,1
21,4,0.0010705,0.0005507,1.94,0.052,-8.82E-06,0.0021498,4,1
21,5,0.000507,0.0002614,1.94,0.052,-5.39E-06,0.0010195,4,1
22,1,4.40E-06,2.44E-06,1.8,0.071,-3.79E-07,9.17E-06,4,1
22,2,0.000302,0.0001563,1.93,0.053,-4.41E-06,0.0006083,4,1
22,3,0.0005953,0.0003071,1.94,0.053,-6.60E-06,0.0011971,4,1
22,4,0.0007342,0.0003783,1.94,0.052,-7.32E-06,0.0014757,4,1
22,5,0.0003474,0.0001794,1.94,0.053,-4.23E-06,0.000699,4,1
23,1,4.83E-06,2.67E-06,1.81,0.07,-3.92E-07,0.0000101,4,1
23,2,0.0003086,0.0001598,1.93,0.053,-4.59E-06,0.0006217,4,1
23,3,0.0006061,0.0003128,1.94,0.053,-7.03E-06,0.0012192,4,1
23,4,0.0007422,0.0003826,1.94,0.052,-7.77E-06,0.0014921,4,1
23,5,0.0003499,0.0001808,1.94,0.053,-4.39E-06,0.0007042,4,1
24,1,3.25E-06,1.82E-06,1.78,0.075,-3.28E-07,6.82E-06,4,1
24,2,0.0002869,0.0001489,1.93,0.054,-4.85E-06,0.0005787,4,1
24,3,0.0005687,0.000294,1.93,0.053,-7.45E-06,0.0011449,4,1
24,4,0.0007074,0.0003652,1.94,0.053,-8.43E-06,0.0014232,4,1
24,5,0.0003353,0.0001734,1.93,0.053,-4.61E-06,0.0006753,4,1
1,1,0.0197441,0.0027013,7.31,0,0.0144497,0.0250385,5,1
1,2,0.1133594,0.0105573,10.74,0,0.0926675,0.1340513,5,1
1,3,0.129677,0.0114545,11.32,0,0.1072266,0.1521275,5,1
1,4,0.2690115,0.0184907,14.55,0,0.2327704,0.3052527,5,1
1,5,0.142732,0.0116942,12.21,0,0.1198119,0.1656521,5,1
2,1,0.020923,0.0028307,7.39,0,0.0153749,0.0264711,5,1
2,2,0.1159038,0.0106506,10.88,0,0.0950289,0.1367786,5,1
2,3,0.1320743,0.0115248,11.46,0,0.1094862,0.1546625,5,1
2,4,0.274274,0.0185233,14.81,0,0.237969,0.3105791,5,1
2,5,0.1458576,0.0117759,12.39,0,0.1227773,0.1689379,5,1
3,1,0.0262806,0.003448,7.62,0,0.0195225,0.0330386,5,1
3,2,0.1357103,0.0116602,11.64,0,0.1128567,0.1585639,5,1
3,3,0.1530253,0.0124464,12.29,0,0.1286308,0.1774198,5,1
3,4,0.3121702,0.0189647,16.46,0,0.2750001,0.3493404,5,1
3,5,0.1696376,0.012651,13.41,0,0.144842,0.1944332,5,1
4,1,0.0271383,0.0035547,7.63,0,0.0201713,0.0341053,5,1
4,2,0.1389571,0.0118836,11.69,0,0.1156658,0.1622485,5,1
4,3,0.1566185,0.0126572,12.37,0,0.1318109,0.1814261,5,1
4,4,0.3181289,0.0191464,16.62,0,0.2806026,0.3556551,5,1
4,5,0.1736101,0.0128832,13.48,0,0.1483595,0.1988606,5,1
5,1,0.0270645,0.0035558,7.61,0,0.0200952,0.0340338,5,1
5,2,0.1391428,0.0120257,11.57,0,0.1155729,0.1627128,5,1
5,3,0.1567054,0.012763,12.28,0,0.1316904,0.1817204,5,1
5,4,0.3184429,0.0193416,16.46,0,0.2805341,0.3563518,5,1
5,5,0.1736859,0.012992,13.37,0,0.148222,0.1991498,5,1
6,1,0.0177704,0.0024325,7.31,0,0.0130027,0.022538,5,1
6,2,0.1059848,0.0097727,10.85,0,0.0868307,0.1251389,5,1
6,3,0.1218708,0.0107319,11.36,0,0.1008367,0.1429048,5,1
6,4,0.2540847,0.0178237,14.26,0,0.2191509,0.2890185,5,1
6,5,0.1336835,0.0110571,12.09,0,0.112012,0.1553551,5,1
7,1,0.0100298,0.0015522,6.46,0,0.0069875,0.0130721,5,1
7,2,0.0747585,0.0086138,8.68,0,0.0578757,0.0916413,5,1
7,3,0.0894997,0.0098983,9.04,0,0.0700994,0.1088999,5,1
7,4,0.1866552,0.0174895,10.67,0,0.1523765,0.220934,5,1
7,5,0.0954829,0.0100372,9.51,0,0.0758103,0.1151556,5,1
8,1,0.0056031,0.0009682,5.79,0,0.0037056,0.0075007,5,1
8,2,0.0488763,0.0067141,7.28,0,0.0357169,0.0620357,5,1
8,3,0.0600806,0.0079785,7.53,0,0.044443,0.0757182,5,1
8,4,0.1264139,0.0150251,8.41,0,0.0969653,0.1558626,5,1
8,5,0.0627188,0.0080648,7.78,0,0.0469122,0.0785255,5,1
9,1,0.0050984,0.0008882,5.74,0,0.0033576,0.0068393,5,1
9,2,0.0459596,0.0063564,7.23,0,0.0335012,0.058418,5,1
9,3,0.056364,0.0075498,7.47,0,0.0415667,0.0711614,5,1
9,4,0.1193034,0.0143791,8.3,0,0.091121,0.1474858,5,1
9,5,0.0586902,0.0076309,7.69,0,0.043734,0.0736464,5,1
10,1,0.0080995,0.001315,6.16,0,0.0055222,0.0106767,5,1
10,2,0.0646392,0.0079539,8.13,0,0.0490499,0.0802285,5,1
10,3,0.0776337,0.0091801,8.46,0,0.0596409,0.0956264,5,1
10,4,0.1637086,0.0168053,9.74,0,0.1307709,0.1966463,5,1
10,5,0.082372,0.0094057,8.76,0,0.0639372,0.1008068,5,1
11,1,0.0264316,0.0035095,7.53,0,0.0195531,0.0333101,5,1
11,2,0.1690502,0.0137926,12.26,0,0.1420171,0.1960832,5,1
11,3,0.1952417,0.0147892,13.2,0,0.1662554,0.224228,5,1
11,4,0.3674144,0.0200549,18.32,0,0.3281075,0.4067213,5,1
11,5,0.2093742,0.0146013,14.34,0,0.1807562,0.2379922,5,1
12,1,0.0579405,0.0069001,8.4,0,0.0444166,0.0714644,5,1
12,2,0.2785434,0.0177349,15.71,0,0.2437837,0.3133032,5,1
12,3,0.3100081,0.0180405,17.18,0,0.2746494,0.3453668,5,1
12,4,0.5265599,0.0189691,27.76,0,0.4893812,0.5637386,5,1
12,5,0.3347581,0.0172518,19.4,0,0.3009452,0.368571,5,1
13,1,0.0796923,0.0090075,8.85,0,0.0620379,0.0973467,5,1
13,2,0.3202494,0.018534,17.28,0,0.2839234,0.3565753,5,1
13,3,0.3497478,0.0185089,18.9,0,0.3134711,0.3860246,5,1
13,4,0.5773157,0.0178417,32.36,0,0.5423466,0.6122848,5,1
13,5,0.3801283,0.0175238,21.69,0,0.3457824,0.4144743,5,1
14,1,0.1035699,0.0112307,9.22,0,0.0815581,0.1255818,5,1
14,2,0.3769288,0.0197586,19.08,0,0.3382026,0.4156551,5,1
14,3,0.4075509,0.0193214,21.09,0,0.3696816,0.4454203,5,1
14,4,0.6372308,0.0166274,38.32,0,0.6046417,0.6698198,5,1
14,5,0.4406222,0.0179183,24.59,0,0.405503,0.4757413,5,1
15,1,0.1202854,0.0126349,9.52,0,0.0955215,0.1450494,5,1
15,2,0.4087963,0.0199967,20.44,0,0.3696036,0.4479891,5,1
15,3,0.4390197,0.0192337,22.83,0,0.4013224,0.4767169,5,1
15,4,0.667859,0.0156179,42.76,0,0.6372484,0.6984696,5,1
15,5,0.4736469,0.0177744,26.65,0,0.4388098,0.508484,5,1
16,1,0.1163011,0.0123036,9.45,0,0.0921866,0.1404157,5,1
16,2,0.3902828,0.0197058,19.81,0,0.3516601,0.4289054,5,1
16,3,0.4187044,0.0191709,21.84,0,0.3811301,0.4562787,5,1
16,4,0.6509005,0.0160011,40.68,0,0.6195391,0.682262,5,1
16,5,0.4541834,0.0177575,25.58,0,0.4193794,0.4889874,5,1
17,1,0.1091972,0.0116245,9.39,0,0.0864135,0.1319809,5,1
17,2,0.3695249,0.0192689,19.18,0,0.3317585,0.4072914,5,1
17,3,0.3968689,0.018697,21.23,0,0.3602235,0.4335144,5,1
17,4,0.6307809,0.0162655,38.78,0,0.5989011,0.6626607,5,1
17,5,0.4323496,0.0174416,24.79,0,0.3981648,0.4665345,5,1
18,1,0.0849321,0.0094466,8.99,0,0.0664172,0.103447,5,1
18,2,0.3049817,0.0179822,16.96,0,0.2697371,0.3402262,5,1
18,3,0.3296545,0.0177646,18.56,0,0.2948365,0.3644725,5,1
18,4,0.5613426,0.0178064,31.52,0,0.5264427,0.5962424,5,1
18,5,0.3630508,0.0169954,21.36,0,0.3297405,0.3963611,5,1
19,1,0.048418,0.0058687,8.25,0,0.0369156,0.0599204,5,1
19,2,0.2068195,0.0149956,13.79,0,0.1774287,0.2362103,5,1
19,3,0.2282527,0.0154632,14.76,0,0.1979454,0.25856,5,1
19,4,0.4311068,0.0195254,22.08,0,0.3928378,0.4693758,5,1
19,5,0.2534553,0.0153507,16.51,0,0.2233685,0.2835421,5,1
20,1,0.0281137,0.0036735,7.65,0,0.0209137,0.0353137,5,1
20,2,0.143901,0.01228,11.72,0,0.1198328,0.1679693,5,1
20,3,0.1625759,0.0130457,12.46,0,0.1370067,0.188145,5,1
20,4,0.3269397,0.0194019,16.85,0,0.2889128,0.3649666,5,1
20,5,0.1798642,0.0132683,13.56,0,0.1538588,0.2058696,5,1
21,1,0.0254028,0.0033386,7.61,0,0.0188593,0.0319464,5,1
21,2,0.1390531,0.0119104,11.67,0,0.115709,0.1623971,5,1
21,3,0.1585842,0.012742,12.45,0,0.1336103,0.183558,5,1
21,4,0.3175236,0.0190287,16.69,0,0.2802281,0.354819,5,1
21,5,0.174202,0.0129093,13.49,0,0.1489003,0.1995037,5,1
22,1,0.021282,0.0028483,7.47,0,0.0156996,0.0268645,5,1
22,2,0.1243312,0.0110237,11.28,0,0.1027251,0.1459372,5,1
22,3,0.1429251,0.0119347,11.98,0,0.1195335,0.1663167,5,1
22,4,0.2897695,0.0185311,15.64,0,0.2534491,0.3260899,5,1
22,5,0.156374,0.0121365,12.88,0,0.1325869,0.1801612,5,1
23,1,0.0218915,0.0029307,7.47,0,0.0161475,0.0276355,5,1
23,2,0.1257757,0.0111739,11.26,0,0.1038751,0.1476762,5,1
23,3,0.1439916,0.0120557,11.94,0,0.120363,0.1676203,5,1
23,4,0.2927012,0.0187353,15.62,0,0.2559807,0.3294217,5,1
23,5,0.1579432,0.0122628,12.88,0,0.1339087,0.1819778,5,1
24,1,0.0199291,0.0027044,7.37,0,0.0146284,0.0252297,5,1
24,2,0.1119543,0.0103485,10.82,0,0.0916716,0.1322371,5,1
24,3,0.1278087,0.0111884,11.42,0,0.1058798,0.1497375,5,1
24,4,0.266482,0.0182054,14.64,0,0.2308001,0.3021638,5,1
24,5,0.1410905,0.0114813,12.29,0,0.1185877,0.1635934,5,1
1,1,0.0014671,0.0002462,5.96,0,0.0009845,0.0019497,6,1
1,2,0.0309272,0.0036213,8.54,0,0.0238296,0.0380248,6,1
1,3,0.0463728,0.004982,9.31,0,0.0366082,0.0561373,6,1
1,4,0.0764471,0.007832,9.76,0,0.0610967,0.0917976,6,1
1,5,0.0375036,0.0040604,9.24,0,0.0295453,0.0454618,6,1
2,1,0.0017428,0.0002877,6.06,0,0.0011789,0.0023067,6,1
2,2,0.0336332,0.0038628,8.71,0,0.0260623,0.0412041,6,1
2,3,0.0494357,0.0052214,9.47,0,0.039202,0.0596693,6,1
2,4,0.0833921,0.0083372,10,0,0.0670515,0.0997326,6,1
2,5,0.0410705,0.004351,9.44,0,0.0325427,0.0495983,6,1
3,1,0.0024113,0.00039,6.18,0,0.0016469,0.0031757,6,1
3,2,0.0432655,0.0046986,9.21,0,0.0340565,0.0524745,6,1
3,3,0.061855,0.0061427,10.07,0,0.0498154,0.0738945,6,1
3,4,0.1064488,0.0098652,10.79,0,0.0871132,0.1257843,6,1
3,5,0.0529138,0.0052638,10.05,0,0.0425969,0.0632307,6,1
4,1,0.002629,0.0004247,6.19,0,0.0017967,0.0034614,6,1
4,2,0.0453015,0.0048961,9.25,0,0.0357054,0.0548976,6,1
4,3,0.0642237,0.0063452,10.12,0,0.0517874,0.07666,6,1
4,4,0.1115317,0.0102527,10.88,0,0.0914368,0.1316266,6,1
4,5,0.0556674,0.0055074,10.11,0,0.0448731,0.0664617,6,1
5,1,0.002431,0.0003947,6.16,0,0.0016575,0.0032046,6,1
5,2,0.0442015,0.0048439,9.13,0,0.0347076,0.0536954,6,1
5,3,0.0633489,0.0063155,10.03,0,0.0509708,0.0757271,6,1
5,4,0.1083828,0.0101204,10.71,0,0.0885472,0.1282185,6,1
5,5,0.0538686,0.0053994,9.98,0,0.043286,0.0644512,6,1
6,1,0.0012324,0.000205,6.01,0,0.0008305,0.0016342,6,1
6,2,0.0268483,0.0031246,8.59,0,0.0207243,0.0329724,6,1
6,3,0.0411891,0.0044266,9.3,0,0.0325131,0.049865,6,1
6,4,0.0662045,0.0069001,9.59,0,0.0526805,0.0797284,6,1
6,5,0.0322749,0.0035318,9.14,0,0.0253527,0.0391971,6,1
7,1,0.0005526,0.0001007,5.49,0,0.0003553,0.0007498,6,1
7,2,0.0139386,0.0019533,7.14,0,0.0101102,0.017767,6,1
7,3,0.0230623,0.0030249,7.62,0,0.0171336,0.028991,6,1
7,4,0.0343551,0.0044077,7.79,0,0.0257162,0.0429941,6,1
7,5,0.0165866,0.0021903,7.57,0,0.0122936,0.0208795,6,1
8,1,0.000242,0.0000479,5.06,0,0.0001482,0.0003358,6,1
8,2,0.0070375,0.0011338,6.21,0,0.0048153,0.0092597,6,1
8,3,0.0123558,0.0018866,6.55,0,0.0086581,0.0160536,6,1
8,4,0.0171583,0.0025842,6.64,0,0.0120934,0.0222232,6,1
8,5,0.0081724,0.0012564,6.5,0,0.00571,0.0106348,6,1
9,1,0.0001886,0.0000377,5,0,0.0001147,0.0002625,6,1
9,2,0.006026,0.0009848,6.12,0,0.0040959,0.0079561,6,1
9,3,0.0108381,0.0016804,6.45,0,0.0075445,0.0141316,6,1
9,4,0.0145525,0.0022295,6.53,0,0.0101827,0.0189223,6,1
9,5,0.0068772,0.0010752,6.4,0,0.0047698,0.0089847,6,1
10,1,0.0003284,0.0000634,5.18,0,0.000204,0.0004527,6,1
10,2,0.0103627,0.0015503,6.68,0,0.0073241,0.0134013,6,1
10,3,0.017877,0.0025041,7.14,0,0.0129691,0.0227848,6,1
10,4,0.0252745,0.0035021,7.22,0,0.0184105,0.0321385,6,1
10,5,0.0120509,0.0017213,7,0,0.0086773,0.0154245,6,1
11,1,0.0012996,0.0002219,5.86,0,0.0008647,0.0017345,6,1
11,2,0.037287,0.0042618,8.75,0,0.0289339,0.04564,6,1
11,3,0.0598653,0.0061184,9.78,0,0.0478735,0.0718572,6,1
11,4,0.0891692,0.0087579,10.18,0,0.072004,0.1063344,6,1
11,5,0.0441156,0.0046469,9.49,0,0.0350079,0.0532233,6,1
12,1,0.0046491,0.0007322,6.35,0,0.0032141,0.0060842,6,1
12,2,0.0919315,0.0087297,10.53,0,0.0748216,0.1090414,6,1
12,3,0.1316595,0.0109163,12.06,0,0.110264,0.1530551,6,1
12,4,0.2093654,0.0155837,13.43,0,0.1788218,0.2399089,6,1
12,5,0.111049,0.0094213,11.79,0,0.0925836,0.1295144,6,1
13,1,0.0099426,0.001482,6.71,0,0.007038,0.0128473,6,1
13,2,0.1355263,0.0114502,11.84,0,0.1130843,0.1579682,6,1
13,3,0.1783583,0.0131918,13.52,0,0.1525028,0.2042138,6,1
13,4,0.297035,0.0182563,16.27,0,0.2612534,0.3328167,6,1
13,5,0.1653574,0.0121827,13.57,0,0.1414798,0.189235,6,1
14,1,0.0167996,0.0023848,7.04,0,0.0121254,0.0214737,6,1
14,2,0.1804273,0.0140086,12.88,0,0.152971,0.2078837,6,1
14,3,0.2274511,0.0153668,14.8,0,0.1973328,0.2575695,6,1
14,4,0.3761752,0.019695,19.1,0,0.3375736,0.4147767,6,1
14,5,0.2204349,0.0144644,15.24,0,0.1920853,0.2487846,6,1
15,1,0.0229365,0.0031699,7.24,0,0.0167237,0.0291493,6,1
15,2,0.211773,0.0154391,13.72,0,0.1815129,0.2420331,6,1
15,3,0.2595192,0.0163522,15.87,0,0.2274694,0.291569,6,1
15,4,0.4264689,0.0199376,21.39,0,0.3873919,0.4655458,6,1
15,5,0.2579857,0.0156554,16.48,0,0.2273017,0.2886696,6,1
16,1,0.024962,0.0034032,7.33,0,0.0182918,0.0316322,6,1
16,2,0.2093035,0.0151087,13.85,0,0.179691,0.238916,6,1
16,3,0.2522728,0.0160062,15.76,0,0.2209012,0.2836445,6,1
16,4,0.4248271,0.0195652,21.71,0,0.38648,0.4631743,6,1
16,5,0.2556468,0.0153578,16.65,0,0.2255461,0.2857475,6,1
17,1,0.0251776,0.0033998,7.41,0,0.0185141,0.0318412,6,1
17,2,0.1999595,0.0145466,13.75,0,0.1714486,0.2284704,6,1
17,3,0.2393803,0.0153321,15.61,0,0.2093299,0.2694307,6,1
17,4,0.4120414,0.0191934,21.47,0,0.374423,0.4496598,6,1
17,5,0.2453664,0.0147905,16.59,0,0.2163776,0.2743553,6,1
18,1,0.0195268,0.0026981,7.24,0,0.0142385,0.024815,6,1
18,2,0.1595777,0.0125047,12.76,0,0.1350689,0.1840865,6,1
18,3,0.1921515,0.0134753,14.26,0,0.1657403,0.2185626,6,1
18,4,0.3477039,0.0185794,18.71,0,0.3112889,0.384119,6,1
18,5,0.1979129,0.0131062,15.1,0,0.1722252,0.2236006,6,1
19,1,0.0084787,0.0012516,6.77,0,0.0060256,0.0109318,6,1
19,2,0.0905017,0.0083619,10.82,0,0.0741127,0.1068907,6,1
19,3,0.1155174,0.0097403,11.86,0,0.0964268,0.1346081,6,1
19,4,0.2156581,0.0153756,14.03,0,0.1855226,0.2457937,6,1
19,5,0.1141387,0.0092855,12.29,0,0.0959395,0.132338,6,1
20,1,0.0031468,0.0004981,6.32,0,0.0021706,0.004123,6,1
20,2,0.0487405,0.0052018,9.37,0,0.0385452,0.0589359,6,1
20,3,0.0679194,0.0066347,10.24,0,0.0549156,0.0809231,6,1
20,4,0.1205777,0.0107869,11.18,0,0.0994357,0.1417197,6,1
20,5,0.0608602,0.0058974,10.32,0,0.0493015,0.0724189,6,1
21,1,0.0023996,0.0003837,6.25,0,0.0016477,0.0031516,6,1
21,2,0.0421702,0.0045916,9.18,0,0.0331708,0.0511696,6,1
21,3,0.060962,0.0060487,10.08,0,0.0491067,0.0728173,6,1
21,4,0.1041435,0.0096079,10.84,0,0.0853124,0.1229747,6,1
21,5,0.0522324,0.0051851,10.07,0,0.0420698,0.0623951,6,1
22,1,0.0016605,0.0002707,6.14,0,0.00113,0.002191,6,1
22,2,0.0337733,0.0038007,8.89,0,0.0263241,0.0412225,6,1
22,3,0.0505716,0.0052021,9.72,0,0.0403757,0.0607676,6,1
22,4,0.0834144,0.0081164,10.28,0,0.0675065,0.0993222,6,1
22,5,0.0413151,0.0042826,9.65,0,0.0329213,0.0497088,6,1
23,1,0.0016836,0.0002755,6.11,0,0.0011436,0.0022237,6,1
23,2,0.0345987,0.0039041,8.86,0,0.0269468,0.0422506,6,1
23,3,0.0517061,0.0053287,9.7,0,0.0412621,0.06215,6,1
23,4,0.0852074,0.0083226,10.24,0,0.0688955,0.1015194,6,1
23,5,0.0421144,0.0043762,9.62,0,0.0335372,0.0506917,6,1
24,1,0.0015923,0.0002637,6.04,0,0.0010755,0.0021091,6,1
24,2,0.0321489,0.0036859,8.72,0,0.0249246,0.0393732,6,1
24,3,0.047367,0.0049863,9.5,0,0.037594,0.0571399,6,1
24,4,0.0799192,0.0079786,10.02,0,0.0642814,0.0955569,6,1
