Hour,Month,Probability,S.E.,z,p-value,lower,upper,location,outcome
3,2,0.1510379,0.0134517,11.23,0,0.1246731,0.1774027,3,2
3,3,0.2395802,0.0188654,12.7,0,0.2026047,0.2765557,3,2
3,4,0.1279061,0.0116974,10.93,0,0.1049796,0.1508326,3,2
3,5,0.1393769,0.0126514,11.02,0,0.1145805,0.1641733,3,2
4,1,0.022726,0.0027712,8.2,0,0.0172945,0.0281575,3,2
4,2,0.1564152,0.0138366,11.3,0,0.1292959,0.1835345,3,2
4,3,0.2456994,0.0191877,12.81,0,0.2080923,0.2833066,3,2
4,4,0.1330314,0.0120955,11,0,0.1093247,0.1567381,3,2
4,5,0.1453414,0.0131009,11.09,0,0.1196641,0.1710187,3,2
5,1,0.020901,0.0025481,8.2,0,0.0159069,0.0258951,3,2
5,2,0.1497647,0.0134664,11.12,0,0.1233711,0.1761583,3,2
5,3,0.2386101,0.0188718,12.64,0,0.201622,0.2755983,3,2
5,4,0.1264198,0.0116595,10.84,0,0.1035675,0.1492721,3,2
5,5,0.1374998,0.0125735,10.94,0,0.1128563,0.1621434,3,2
6,1,0.0132431,0.0015978,8.29,0,0.0101115,0.0163746,3,2
6,2,0.1039873,0.0094744,10.98,0,0.0854179,0.1225567,3,2
6,3,0.1734111,0.0144328,12.02,0,0.1451233,0.2016989,3,2
6,4,0.0865143,0.0081795,10.58,0,0.0704827,0.102546,3,2
6,5,0.0937916,0.0088156,10.64,0,0.0765133,0.1110699,3,2
7,1,0.007437,0.0009415,7.9,0,0.0055917,0.0092822,3,2
7,2,0.0624596,0.0062691,9.96,0,0.0501723,0.0747468,3,2
7,3,0.1079779,0.0100699,10.72,0,0.0882413,0.1277145,3,2
7,4,0.0515103,0.0052277,9.85,0,0.0412642,0.0617565,3,2
7,5,0.0558865,0.005658,9.88,0,0.0447969,0.066976,3,2
8,1,0.0045493,0.0005906,7.7,0,0.0033918,0.0057069,3,2
8,2,0.0429503,0.0044686,9.61,0,0.0341919,0.0517087,3,2
8,3,0.0770598,0.0075352,10.23,0,0.062291,0.0918285,3,2
8,4,0.0349175,0.0036499,9.57,0,0.0277638,0.0420712,3,2
8,5,0.0375898,0.0039305,9.56,0,0.0298861,0.0452935,3,2
9,1,0.0034375,0.0004793,7.17,0,0.0024981,0.004377,3,2
9,2,0.0388019,0.0041317,9.39,0,0.0307039,0.0468999,3,2
9,3,0.0712162,0.007197,9.9,0,0.0571103,0.0853221,3,2
9,4,0.0313474,0.0033497,9.36,0,0.0247822,0.0379127,3,2
9,5,0.0335469,0.0035896,9.35,0,0.0265114,0.0405825,3,2
10,1,0.0035006,0.000588,5.95,0,0.0023482,0.0046529,3,2
10,2,0.0506476,0.0053877,9.4,0,0.0400879,0.0612073,3,2
10,3,0.0913573,0.0091061,10.03,0,0.0735098,0.1092049,3,2
10,4,0.0417286,0.0044576,9.36,0,0.0329919,0.0504653,3,2
10,5,0.0449753,0.0048316,9.31,0,0.0355056,0.0544449,3,2
11,1,0.0046233,0.0008068,5.73,0,0.0030421,0.0062045,3,2
11,2,0.0719948,0.0073929,9.74,0,0.0575051,0.0864846,3,2
11,3,0.1258376,0.0118896,10.58,0,0.1025344,0.1491408,3,2
11,4,0.0603237,0.006222,9.7,0,0.0481289,0.0725185,3,2
11,5,0.0655355,0.0067809,9.66,0,0.0522452,0.0788258,3,2
12,1,0.0119968,0.0018608,6.45,0,0.0083497,0.015644,3,2
12,2,0.1244553,0.01183,10.52,0,0.1012689,0.1476417,3,2
12,3,0.2014056,0.0171394,11.75,0,0.167813,0.2349982,3,2
12,4,0.1055713,0.010228,10.32,0,0.0855248,0.1256179,3,2
12,5,0.1159401,0.0111959,10.36,0,0.0939966,0.1378836,3,2
13,1,0.0285827,0.0037775,7.57,0,0.0211791,0.0359864,3,2
13,2,0.1959191,0.0169276,11.57,0,0.1627417,0.2290965,3,2
13,3,0.2942844,0.0220466,13.35,0,0.2510738,0.3374949,3,2
13,4,0.1685666,0.0150006,11.24,0,0.139166,0.1979672,3,2
13,5,0.1864469,0.0164022,11.37,0,0.1542992,0.2185946,3,2
14,1,0.0451144,0.0052239,8.64,0,0.0348758,0.055353,3,2
14,2,0.234188,0.0187418,12.5,0,0.1974547,0.2709213,3,2
14,3,0.3359206,0.0231525,14.51,0,0.2905425,0.3812988,3,2
14,4,0.2038182,0.0167937,12.14,0,0.1709032,0.2367333,3,2
14,5,0.2280576,0.0183333,12.44,0,0.1921251,0.2639902,3,2
15,1,0.0571536,0.0065744,8.69,0,0.0442679,0.0700392,3,2
15,2,0.268895,0.020873,12.88,0,0.2279846,0.3098054,3,2
15,3,0.3738393,0.0247248,15.12,0,0.3253795,0.422299,3,2
15,4,0.235676,0.0188594,12.5,0,0.1987123,0.2726397,3,2
15,5,0.2653383,0.0205486,12.91,0,0.2250637,0.3056129,3,2
16,1,0.0718193,0.0080349,8.94,0,0.0560711,0.0875675,3,2
16,2,0.3100787,0.022686,13.67,0,0.2656149,0.3545424,3,2
16,3,0.4196989,0.0257854,16.28,0,0.3691604,0.4702373,3,2
16,4,0.2738567,0.0207065,13.23,0,0.2332726,0.3144407,3,2
16,5,0.3078349,0.0223626,13.77,0,0.264005,0.3516648,3,2
17,1,0.0822315,0.0090015,9.14,0,0.0645889,0.099874,3,2
17,2,0.3336515,0.0234138,14.25,0,0.2877613,0.3795418,3,2
17,3,0.4443123,0.0259062,17.15,0,0.3935372,0.4950875,3,2
17,4,0.2967762,0.0215334,13.78,0,0.2545714,0.3389809,3,2
17,5,0.3333718,0.0230592,14.46,0,0.2881766,0.378567,3,2
18,1,0.085627,0.0094074,9.1,0,0.0671888,0.1040652,3,2
18,2,0.3469899,0.0239035,14.52,0,0.30014,0.3938398,3,2
18,3,0.4604351,0.0261616,17.6,0,0.4091592,0.5117109,3,2
18,4,0.3105938,0.0221854,14,0,0.2671112,0.3540764,3,2
18,5,0.346444,0.0236016,14.68,0,0.3001857,0.3927024,3,2
19,1,0.0549137,0.0061813,8.88,0,0.0427985,0.0670288,3,2
19,2,0.2606649,0.0198419,13.14,0,0.2217754,0.2995544,3,2
19,3,0.3660915,0.0238572,15.35,0,0.3193321,0.4128508,3,2
19,4,0.231685,0.0181258,12.78,0,0.1961591,0.267211,3,2
19,5,0.2580539,0.0195802,13.18,0,0.2196774,0.2964304,3,2
20,1,0.026825,0.0031447,8.53,0,0.0206615,0.0329885,3,2
20,2,0.165148,0.0140457,11.76,0,0.137619,0.1926771,3,2
20,3,0.2526393,0.0190188,13.28,0,0.2153632,0.2899155,3,2
20,4,0.1425745,0.0124109,11.49,0,0.1182495,0.1668995,3,2
20,5,0.1574032,0.0135447,11.62,0,0.1308561,0.1839504,3,2
21,1,0.0192041,0.0023292,8.24,0,0.0146389,0.0237693,3,2
21,2,0.1336003,0.0118653,11.26,0,0.1103447,0.1568559,3,2
21,3,0.2108118,0.0167697,12.57,0,0.1779438,0.2436798,3,2
21,4,0.1141798,0.0103186,11.07,0,0.0939556,0.134404,3,2
21,5,0.1257496,0.0112995,11.13,0,0.103603,0.1478963,3,2
22,1,0.0132425,0.0017224,7.69,0,0.0098667,0.0166183,3,2
22,2,0.1115677,0.0101238,11.02,0,0.0917255,0.13141,3,2
22,3,0.1816851,0.0149463,12.16,0,0.1523908,0.2109793,3,2
22,4,0.0943909,0.0087283,10.81,0,0.0772838,0.111498,3,2
22,5,0.1033814,0.009534,10.84,0,0.0846951,0.1220677,3,2
23,1,0.0138479,0.0017724,7.81,0,0.0103741,0.0173218,3,2
23,2,0.1150462,0.0104859,10.97,0,0.0944943,0.1355982,3,2
23,3,0.1878994,0.0154729,12.14,0,0.1575731,0.2182257,3,2
23,4,0.0969523,0.0090247,10.74,0,0.0792641,0.1146404,3,2
23,5,0.1058336,0.0098144,10.78,0,0.0865977,0.1250696,3,2
24,1,0.0138037,0.0019098,7.23,0,0.0100605,0.0175468,3,2
24,2,0.1268203,0.011431,11.09,0,0.104416,0.1492246,3,2
24,3,0.205277,0.0165465,12.41,0,0.1728464,0.2377076,3,2
24,4,0.1075827,0.0099049,10.86,0,0.0881695,0.1269959,3,2
24,5,0.1175205,0.0107452,10.94,0,0.0964603,0.1385807,3,2
1,1,0.0026339,0.0005657,4.66,0,0.0015252,0.0037426,4,2
1,2,0.0491461,0.0059685,8.23,0,0.037448,0.0608442,4,2
1,3,0.0899409,0.0103406,8.7,0,0.0696736,0.1102082,4,2
1,4,0.0404346,0.0049188,8.22,0,0.030794,0.0500752,4,2
1,5,0.0434265,0.0052831,8.22,0,0.0330719,0.0537812,4,2
2,1,0.0049439,0.0008441,5.86,0,0.0032895,0.0065984,4,2
2,2,0.0581776,0.0068559,8.49,0,0.0447403,0.0716149,4,2
2,3,0.104641,0.0115687,9.05,0,0.0819667,0.1273153,4,2
2,4,0.0474068,0.0056463,8.4,0,0.0363403,0.0584733,4,2
2,5,0.0508067,0.006055,8.39,0,0.0389391,0.0626743,4,2
3,1,0.0067932,0.0010829,6.27,0,0.0046707,0.0089157,4,2
3,2,0.0694397,0.0081355,8.54,0,0.0534944,0.0853849,4,2
3,3,0.1233109,0.013419,9.19,0,0.0970102,0.1496116,4,2
3,4,0.0565075,0.0067088,8.42,0,0.0433584,0.0696566,4,2
3,5,0.0605003,0.0071854,8.42,0,0.0464171,0.0745834,4,2
4,1,0.0079928,0.0011907,6.71,0,0.0056592,0.0103264,4,2
4,2,0.0738333,0.0086202,8.57,0,0.0569381,0.0907286,4,2
4,3,0.1297681,0.0140179,9.26,0,0.1022936,0.1572427,4,2
4,4,0.0601809,0.0071378,8.43,0,0.0461911,0.0741706,4,2
4,5,0.0645344,0.0076562,8.43,0,0.0495284,0.0795403,4,2
5,1,0.0074715,0.0010613,7.04,0,0.0053915,0.0095516,4,2
5,2,0.068343,0.0080591,8.48,0,0.0525475,0.0841385,4,2
5,3,0.1216813,0.0132945,9.15,0,0.0956246,0.147738,4,2
5,4,0.0553067,0.0066042,8.37,0,0.0423627,0.0682507,4,2
5,5,0.0590884,0.0070489,8.38,0,0.0452729,0.0729039,4,2
6,1,0.0046205,0.0006471,7.14,0,0.0033523,0.0058887,4,2
6,2,0.044444,0.0052125,8.53,0,0.0342277,0.0546603,4,2
6,3,0.0815913,0.0091235,8.94,0,0.0637095,0.099473,4,2
6,4,0.0356051,0.0042685,8.34,0,0.0272391,0.0439712,4,2
6,5,0.0379275,0.0045396,8.35,0,0.02903,0.046825,4,2
7,1,0.0024046,0.000374,6.43,0,0.0016717,0.0031375,4,2
7,2,0.0256332,0.0032022,8,0,0.0193569,0.0319095,4,2
7,3,0.0480464,0.0057563,8.35,0,0.0367643,0.0593286,4,2
7,4,0.0204748,0.0025606,8,0,0.0154561,0.0254935,4,2
7,5,0.0218163,0.0027266,8,0,0.0164723,0.0271603,4,2
8,1,0.0012494,0.0002202,5.67,0,0.0008178,0.0016811,4,2
8,2,0.0163694,0.0020748,7.89,0,0.012303,0.0204359,4,2
8,3,0.0314864,0.0038597,8.16,0,0.0239215,0.0390512,4,2
8,4,0.0130287,0.0016426,7.93,0,0.0098094,0.0162481,4,2
8,5,0.0138308,0.0017443,7.93,0,0.010412,0.0172495,4,2
9,1,0.0006511,0.0001398,4.66,0,0.0003772,0.0009251,4,2
9,2,0.0136728,0.0017637,7.75,0,0.010216,0.0171297,4,2
9,3,0.0269359,0.0033917,7.94,0,0.0202883,0.0335835,4,2
9,4,0.0110655,0.0014094,7.85,0,0.0083031,0.0138279,4,2
9,5,0.011765,0.0014985,7.85,0,0.0088281,0.0147019,4,2
10,1,0.0004245,0.0001081,3.93,0,0.0002127,0.0006363,4,2
10,2,0.0168294,0.0023135,7.27,0,0.0122951,0.0213637,4,2
10,3,0.0337198,0.0045299,7.44,0,0.0248413,0.0425983,4,2
10,4,0.0145021,0.0019109,7.59,0,0.0107568,0.0182473,4,2
10,5,0.0156857,0.0020621,7.61,0,0.0116441,0.0197273,4,2
11,1,0.0004801,0.0001204,3.99,0,0.0002441,0.000716,4,2
11,2,0.0239846,0.0033564,7.15,0,0.0174062,0.0305629,4,2
11,3,0.0472507,0.0064719,7.3,0,0.034566,0.0599354,4,2
11,4,0.0212609,0.0028201,7.54,0,0.0157337,0.0267882,4,2
11,5,0.0232601,0.0030644,7.59,0,0.0172539,0.0292663,4,2
12,1,0.0015745,0.0003885,4.05,0,0.0008131,0.002336,4,2
12,2,0.0512655,0.006553,7.82,0,0.0384219,0.064109,4,2
12,3,0.0932559,0.0113793,8.2,0,0.0709529,0.1155589,4,2
12,4,0.0436033,0.0055176,7.9,0,0.0327889,0.0544176,4,2
12,5,0.0474402,0.0059881,7.92,0,0.0357037,0.0591768,4,2
13,1,0.0066448,0.0015156,4.38,0,0.0036743,0.0096153,4,2
13,2,0.0978423,0.0114087,8.58,0,0.0754816,0.120203,4,2
13,3,0.1673284,0.0176431,9.48,0,0.1327486,0.2019082,4,2
13,4,0.0821892,0.0097392,8.44,0,0.0631007,0.1012777,4,2
13,5,0.0891444,0.0105668,8.44,0,0.0684338,0.109855,4,2
14,1,0.0184478,0.0025833,7.14,0,0.0133847,0.0235109,4,2
14,2,0.1338505,0.0143539,9.33,0,0.1057174,0.1619837,4,2
14,3,0.2153218,0.0205464,10.48,0,0.1750517,0.2555919,4,2
14,4,0.1125105,0.0124123,9.06,0,0.0881829,0.1368381,4,2
14,5,0.1227544,0.0134935,9.1,0,0.0963077,0.1492012,4,2
15,1,0.023528,0.0035134,6.7,0,0.0166418,0.0304142,4,2
15,2,0.1639794,0.0171125,9.58,0,0.1304396,0.1975192,4,2
15,3,0.2547916,0.0232754,10.95,0,0.2091727,0.3004105,4,2
15,4,0.1396962,0.0150392,9.29,0,0.1102199,0.1691726,4,2
15,5,0.1533534,0.0164092,9.35,0,0.121192,0.1855148,4,2
16,1,0.0319073,0.004385,7.28,0,0.0233129,0.0405017,4,2
16,2,0.1979419,0.0195385,10.13,0,0.1596472,0.2362366,4,2
16,3,0.2986079,0.0253879,11.76,0,0.2488485,0.3483673,4,2
16,4,0.1700934,0.0173602,9.8,0,0.136068,0.2041188,4,2
16,5,0.1868475,0.0188974,9.89,0,0.1498093,0.2238857,4,2
17,1,0.0378088,0.0051434,7.35,0,0.027728,0.0478896,4,2
17,2,0.2206182,0.0209601,10.53,0,0.1795371,0.2616992,4,2
17,3,0.3257726,0.0263083,12.38,0,0.2742092,0.377336,4,2
17,4,0.1912372,0.0188209,10.16,0,0.1543488,0.2281256,4,2
17,5,0.2104562,0.0204274,10.3,0,0.1704192,0.2504932,4,2
18,1,0.0391308,0.005357,7.3,0,0.0286312,0.0496304,4,2
18,2,0.2289675,0.0215677,10.62,0,0.1866955,0.2712395,4,2
18,3,0.3372918,0.02685,12.56,0,0.2846668,0.3899168,4,2
18,4,0.1988039,0.0194736,10.21,0,0.1606363,0.2369714,4,2
18,5,0.2180375,0.0210661,10.35,0,0.1767486,0.2593263,4,2
19,1,0.023655,0.0032802,7.21,0,0.017226,0.0300841,4,2
19,2,0.1577128,0.0161973,9.74,0,0.1259666,0.189459,4,2
19,3,0.246269,0.0222413,11.07,0,0.2026767,0.2898612,4,2
19,4,0.1347345,0.0142509,9.45,0,0.1068033,0.1626656,4,2
19,5,0.1475027,0.0155172,9.51,0,0.1170897,0.1779158,4,2
20,1,0.0098694,0.001438,6.86,0,0.0070509,0.0126879,4,2
20,2,0.0843949,0.0094779,8.9,0,0.0658185,0.1029713,4,2
20,3,0.1434411,0.0147908,9.7,0,0.1144517,0.1724304,4,2
20,4,0.0695739,0.0079569,8.74,0,0.0539786,0.0851692,4,2
20,5,0.0752445,0.0086186,8.73,0,0.0583524,0.0921367,4,2
21,1,0.0058015,0.0010046,5.77,0,0.0038325,0.0077706,4,2
21,2,0.0640145,0.0074179,8.63,0,0.0494756,0.0785533,4,2
21,3,0.1124904,0.0120914,9.3,0,0.0887918,0.1361891,4,2
21,4,0.0527228,0.0061657,8.55,0,0.0406384,0.0648073,4,2
21,5,0.0569209,0.0066775,8.52,0,0.0438333,0.0700085,4,2
22,1,0.0026893,0.0005727,4.7,0,0.0015668,0.0038119,4,2
22,2,0.0488291,0.0057839,8.44,0,0.0374928,0.0601654,4,2
22,3,0.0884785,0.0098899,8.95,0,0.0690947,0.1078623,4,2
22,4,0.0403732,0.0047978,8.41,0,0.0309697,0.0497767,4,2
22,5,0.0435397,0.0051845,8.4,0,0.0333782,0.0537013,4,2
23,1,0.0029625,0.0006107,4.85,0,0.0017656,0.0041594,4,2
23,2,0.0500162,0.0059355,8.43,0,0.0383828,0.0616496,4,2
23,3,0.0902991,0.0101559,8.89,0,0.070394,0.1102043,4,2
23,4,0.0409076,0.0048895,8.37,0,0.0313244,0.0504908,4,2
23,5,0.0439616,0.0052593,8.36,0,0.0336535,0.0542696,4,2
24,1,0.0023134,0.0005332,4.34,0,0.0012684,0.0033583,4,2
24,2,0.0540518,0.0065068,8.31,0,0.0412986,0.0668049,4,2
24,3,0.0984874,0.011112,8.86,0,0.0767083,0.1202666,4,2
24,4,0.0453178,0.0054364,8.34,0,0.0346626,0.0559731,4,2
24,5,0.0489654,0.0058562,8.36,0,0.0374874,0.0604435,4,2
1,1,0.4767377,0.0212894,22.39,0,0.4350112,0.5184641,5,2
1,2,0.7237845,0.0146057,49.55,0,0.6951578,0.7524113,5,2
1,3,0.7610649,0.013418,56.72,0,0.734766,0.7873637,5,2
1,4,0.5840849,0.0175434,33.29,0,0.5497005,0.6184693,5,2
1,5,0.7063754,0.0140228,50.37,0,0.6788912,0.7338595,5,2
2,1,0.4983777,0.0210502,23.68,0,0.4571201,0.5396353,5,2
2,2,0.730031,0.0143394,50.91,0,0.7019264,0.7581357,5,2
2,3,0.7646614,0.0132749,57.6,0,0.7386432,0.7906796,5,2
2,4,0.5874649,0.0175385,33.5,0,0.5530901,0.6218397,5,2
2,5,0.7120907,0.0138465,51.43,0,0.6849521,0.7392292,5,2
3,1,0.5370348,0.0212771,25.24,0,0.4953325,0.5787371,5,2
3,2,0.7333139,0.0142733,51.38,0,0.7053387,0.761289,5,2
3,3,0.7600588,0.0135823,55.96,0,0.733438,0.7866795,5,2
3,4,0.5736169,0.0177891,32.25,0,0.538751,0.6084829,5,2
3,5,0.7104961,0.0139957,50.77,0,0.6830651,0.737927,5,2
4,1,0.5390526,0.0213424,25.26,0,0.4972224,0.5808829,5,2
4,2,0.7298573,0.0144346,50.56,0,0.7015661,0.7581485,5,2
4,3,0.7561482,0.0137612,54.95,0,0.7291768,0.7831196,5,2
4,4,0.5682161,0.0179099,31.73,0,0.5331133,0.6033189,5,2
4,5,0.7067967,0.0141641,49.9,0,0.6790355,0.7345579,5,2
5,1,0.5389578,0.0213357,25.26,0,0.4971407,0.580775,5,2
5,2,0.7326969,0.0144763,50.61,0,0.7043238,0.7610699,5,2
5,3,0.7584979,0.0137901,55,0,0.7314698,0.785526,5,2
5,4,0.570228,0.0180826,31.53,0,0.5347868,0.6056692,5,2
5,5,0.7089091,0.0142058,49.9,0,0.6810663,0.7367519,5,2
6,1,0.4569306,0.0204807,22.31,0,0.4167892,0.497072,5,2
6,2,0.7206205,0.0140264,51.38,0,0.6931292,0.7481118,5,2
6,3,0.7616747,0.0128455,59.29,0,0.7364979,0.7868515,5,2
6,4,0.5874827,0.0169797,34.6,0,0.5542032,0.6207623,5,2
6,5,0.7045366,0.0136367,51.66,0,0.6778092,0.731264,5,2
7,1,0.33372,0.0188535,17.7,0,0.2967679,0.3706721,5,2
7,2,0.6577475,0.0170504,38.58,0,0.6243292,0.6911657,5,2
7,3,0.7238137,0.0149233,48.5,0,0.6945646,0.7530629,5,2
7,4,0.5584601,0.0177795,31.41,0,0.5236129,0.5933072,5,2
7,5,0.6511587,0.0156466,41.62,0,0.6204919,0.6818256,5,2
8,1,0.2739512,0.0171064,16.01,0,0.2404232,0.3074792,5,2
8,2,0.6319037,0.0180125,35.08,0,0.5965998,0.6672076,5,2
8,3,0.7139929,0.0154048,46.35,0,0.6838001,0.7441858,5,2
8,4,0.5557775,0.0176927,31.41,0,0.5211004,0.5904546,5,2
8,5,0.6285111,0.0163828,38.36,0,0.5964015,0.6606207,5,2
9,1,0.2719378,0.0173697,15.66,0,0.2378938,0.3059819,5,2
9,2,0.6482126,0.0176231,36.78,0,0.613672,0.6827532,5,2
9,3,0.730719,0.0148436,49.23,0,0.7016261,0.7598118,5,2
9,4,0.5721997,0.0175141,32.67,0,0.5378726,0.6065267,5,2
9,5,0.6416075,0.016234,39.52,0,0.6097895,0.6734254,5,2
10,1,0.3172356,0.0193783,16.37,0,0.2792549,0.3552164,5,2
10,2,0.6694695,0.0171555,39.02,0,0.6358453,0.7030937,5,2
10,3,0.7390805,0.0146816,50.34,0,0.7103051,0.7678558,5,2
10,4,0.5765801,0.0179547,32.11,0,0.5413895,0.6117707,5,2
10,5,0.6612668,0.0160319,41.25,0,0.6298449,0.6926888,5,2
11,1,0.3743067,0.0208114,17.99,0,0.3335171,0.4150962,5,2
11,2,0.6330357,0.0168895,37.48,0,0.599933,0.6661385,5,2
11,3,0.6720354,0.0161047,41.73,0,0.6404708,0.7035999,5,2
11,4,0.4678667,0.0176521,26.5,0,0.4332692,0.5024643,5,2
11,5,0.6077126,0.0160496,37.86,0,0.576256,0.6391693,5,2
12,1,0.4645259,0.0215425,21.56,0,0.4223034,0.5067484,5,2
12,2,0.5905134,0.0177914,33.19,0,0.5556428,0.6253839,5,2
12,3,0.604111,0.0177366,34.06,0,0.569348,0.638874,5,2
12,4,0.3796103,0.0166076,22.86,0,0.3470601,0.4121605,5,2
12,5,0.5500857,0.0167124,32.91,0,0.51733,0.5828414,5,2
13,1,0.5546897,0.0209524,26.47,0,0.5136237,0.5957556,5,2
13,2,0.5894284,0.0180813,32.6,0,0.5539897,0.6248671,5,2
13,3,0.5917043,0.0180422,32.8,0,0.5563422,0.6270663,5,2
13,4,0.3613346,0.0161382,22.39,0,0.3297042,0.3929649,5,2
13,5,0.5422949,0.0168365,32.21,0,0.5092959,0.5752938,5,2
14,1,0.5674697,0.0204465,27.75,0,0.5273953,0.6075441,5,2
14,2,0.5461066,0.0188452,28.98,0,0.5091708,0.5830425,5,2
14,3,0.5427588,0.0186381,29.12,0,0.5062287,0.5792888,5,2
14,4,0.3139556,0.0150656,20.84,0,0.2844276,0.3434836,5,2
14,5,0.4948196,0.0170002,29.11,0,0.4614998,0.5281394,5,2
15,1,0.5847071,0.02024,28.89,0,0.5450376,0.6243767,5,2
15,2,0.5254622,0.0190282,27.61,0,0.4881675,0.5627569,5,2
15,3,0.5187108,0.0185648,27.94,0,0.4823246,0.5550971,5,2
15,4,0.2919259,0.0142862,20.43,0,0.2639255,0.3199263,5,2
15,5,0.4719018,0.0168853,27.95,0,0.4388073,0.5049964,5,2
16,1,0.6215269,0.0196591,31.62,0,0.5829957,0.660058,5,2
16,2,0.5515241,0.018932,29.13,0,0.5144181,0.5886301,5,2
16,3,0.5438755,0.0186174,29.21,0,0.5073861,0.580365,5,2
16,4,0.3127902,0.0148418,21.07,0,0.2837009,0.3418796,5,2
16,5,0.4974837,0.017018,29.23,0,0.4641292,0.5308383,5,2
17,1,0.6417031,0.0190788,33.63,0,0.6043094,0.6790967,5,2
17,2,0.5742164,0.0186042,30.86,0,0.5377529,0.6106799,5,2
17,3,0.566873,0.0182129,31.12,0,0.5311763,0.6025697,5,2
17,4,0.3333218,0.0151691,21.97,0,0.3035909,0.3630528,5,2
17,5,0.5207502,0.0167885,31.02,0,0.4878452,0.5536551,5,2
18,1,0.6703355,0.0186791,35.89,0,0.6337251,0.7069459,5,2
18,2,0.6365071,0.0176451,36.07,0,0.6019234,0.6710907,5,2
18,3,0.6324051,0.0174472,36.25,0,0.5982092,0.666601,5,2
18,4,0.3983922,0.0167148,23.83,0,0.3656318,0.4311526,5,2
18,5,0.5872991,0.0165339,35.52,0,0.5548933,0.619705,5,2
19,1,0.6198634,0.0201489,30.76,0,0.5803723,0.6593546,5,2
19,2,0.700148,0.0156451,44.75,0,0.6694842,0.7308119,5,2
19,3,0.7102663,0.0155841,45.58,0,0.679722,0.7408105,5,2
19,4,0.4962914,0.0180977,27.42,0,0.4608205,0.5317623,5,2
19,5,0.6650623,0.0153897,43.21,0,0.634899,0.6952256,5,2
20,1,0.5285958,0.0210339,25.13,0,0.4873702,0.5698214,5,2
20,2,0.7154489,0.0148544,48.16,0,0.6863348,0.7445629,5,2
20,3,0.7429807,0.0141549,52.49,0,0.7152376,0.7707239,5,2
20,4,0.5527588,0.0179716,30.76,0,0.517535,0.5879826,5,2
20,5,0.6931414,0.0144989,47.81,0,0.6647241,0.7215588,5,2
21,1,0.4814783,0.0208762,23.06,0,0.4405618,0.5223949,5,2
21,2,0.6969225,0.0151985,45.85,0,0.667134,0.7267111,5,2
21,3,0.7305849,0.0142486,51.27,0,0.7026581,0.7585117,5,2
21,4,0.5411695,0.0175684,30.8,0,0.506736,0.575603,5,2
21,5,0.6767364,0.0145935,46.37,0,0.6481337,0.7053392,5,2
22,1,0.4503583,0.0204704,22,0,0.410237,0.4904796,5,2
22,2,0.6957191,0.0150546,46.21,0,0.6662126,0.7252256,5,2
22,3,0.7351389,0.0138991,52.89,0,0.7078971,0.7623807,5,2
22,4,0.5513915,0.017269,31.93,0,0.5175449,0.585238,5,2
22,5,0.6782363,0.0143745,47.18,0,0.6500629,0.7064098,5,2
23,1,0.464362,0.0207676,22.36,0,0.4236582,0.5050658,5,2
23,2,0.7054834,0.0148588,47.48,0,0.6763606,0.7346061,5,2
23,3,0.7423937,0.0137967,53.81,0,0.7153526,0.7694348,5,2
23,4,0.5583006,0.0174503,31.99,0,0.5240986,0.5925026,5,2
23,5,0.6866788,0.014278,48.09,0,0.6586945,0.7146631,5,2
24,1,0.4913348,0.02094,23.46,0,0.4502931,0.5323765,5,2
24,2,0.7298622,0.0142408,51.25,0,0.7019509,0.7577736,5,2
24,3,0.7658912,0.0130625,58.63,0,0.7402892,0.7914932,5,2
24,4,0.5907738,0.0173077,34.13,0,0.5568514,0.6246962,5,2
24,5,0.712952,0.0136942,52.06,0,0.6861118,0.7397922,5,2
1,1,0.0582064,0.0059408,9.8,0,0.0465628,0.0698501,6,2
1,2,0.3244555,0.0191626,16.93,0,0.2868975,0.3620135,6,2
1,3,0.4471818,0.02024,22.09,0,0.4075122,0.4868515,6,2
1,4,0.2727275,0.0157396,17.33,0,0.2418784,0.3035766,6,2
1,5,0.3049646,0.0175135,17.41,0,0.2706388,0.3392903,6,2
2,1,0.0682099,0.006719,10.15,0,0.0550409,0.0813789,6,2
2,2,0.3480766,0.0195342,17.82,0,0.3097903,0.3863629,6,2
2,3,0.4702771,0.020071,23.43,0,0.4309388,0.5096155,6,2
2,4,0.2934841,0.0161468,18.18,0,0.2618371,0.3251312,6,2
2,5,0.3294569,0.0179422,18.36,0,0.2942908,0.364623,6,2
3,1,0.0809621,0.0079137,10.23,0,0.0654515,0.0964726,6,2
3,2,0.3841329,0.0202774,18.94,0,0.34439,0.4238758,6,2
3,3,0.5048022,0.0199203,25.34,0,0.4657591,0.5438453,6,2
3,4,0.321391,0.0167198,19.22,0,0.2886208,0.3541612,6,2
3,5,0.3641422,0.018696,19.48,0,0.3274988,0.4007857,6,2
4,1,0.0858035,0.0083729,10.25,0,0.069393,0.102214,6,2
4,2,0.3909601,0.0203913,19.17,0,0.3509938,0.4309264,6,2
4,3,0.509474,0.0199033,25.6,0,0.4704642,0.5484839,6,2
4,4,0.3273193,0.0168525,19.42,0,0.294289,0.3603495,6,2
4,5,0.3723775,0.01886,19.74,0,0.3354125,0.4093425,6,2
5,1,0.0795442,0.0078292,10.16,0,0.0641992,0.0948891,6,2
5,2,0.38244,0.0204839,18.67,0,0.3422923,0.4225876,6,2
